Order,Vital Records Form,Form URL,Form Element,IG,Mapping Profile,Profile,Field,Extension,Questionnaire,QuestionnaireField,Notes/Questions,Mapping IG,computable
8-018,U.S. Standard Certificate of Death,https://www.cdc.gov/nchs/data/dvs/DEATH11-03final-ACC.pdf,10. Surviving Spouse's Name,VRDR,vrdr-decedent-spouse,vrdr-decedent-spouse,name,,,,,,DecedentSpouse
8-019,U.S. Standard Certificate of Death,https://www.cdc.gov/nchs/data/dvs/DEATH11-03final-ACC.pdf,11. Father's Name,VRDR,vrdr-decedent-father,vrdr-decedent-father,name,,,,,,DecedentFather
8-020,U.S. Standard Certificate of Death,https://www.cdc.gov/nchs/data/dvs/DEATH11-03final-ACC.pdf,12. Mother's Name Prior to First Marriage,VRDR,vrdr-decedent-mother,vrdr-decedent-mother,name,,,,,,DecedentMother
8-021,U.S. Standard Certificate of Death,https://www.cdc.gov/nchs/data/dvs/DEATH11-03final-ACC.pdf,13a. Informant's Name,VRDR,vrdr-decedent,vrdr-decedent,contact.name,,,,,,Decedent
8-022,U.S. Standard Certificate of Death,https://www.cdc.gov/nchs/data/dvs/DEATH11-03final-ACC.pdf,13b. Informant's Relationship to Decedent,VRDR,vrdr-decedent,vrdr-decedent,contact.type.text,,,,,,Decedent
8-023,U.S. Standard Certificate of Death,https://www.cdc.gov/nchs/data/dvs/DEATH11-03final-ACC.pdf,13c. Informant's Mailing Address,VRDR,vrdr-decedent,vrdr-decedent,contact.type.address,,,,,,Decedent
8-024,U.S. Standard Certificate of Death,https://www.cdc.gov/nchs/data/dvs/DEATH11-03final-ACC.pdf,14. Place of Death,VRDR,vrdr-death-date,vrdr-death-date,component[placeOfDeath].value,,,,,,DeathDate
8-025,U.S. Standard Certificate of Death,https://www.cdc.gov/nchs/data/dvs/DEATH11-03final-ACC.pdf,15. Facility Name,VRDR,vrdr-funeral-home,vrdr-funeral-home,name,,,,,,FuneralHome
8-026,U.S. Standard Certificate of Death,https://www.cdc.gov/nchs/data/dvs/DEATH11-03final-ACC.pdf,"16. City or Town, State, and Zip Code",VRDR,vrdr-funeral-home,vrdr-funeral-home,address,,,,,,FuneralHome
8-027,U.S. Standard Certificate of Death,https://www.cdc.gov/nchs/data/dvs/DEATH11-03final-ACC.pdf,17. County of Death,VRDR,vrdr-death-location,vrdr-death-location,address.district,,,,,,DeathLocation
8-028,U.S. Standard Certificate of Death,https://www.cdc.gov/nchs/data/dvs/DEATH11-03final-ACC.pdf,18. Method of Disposition,VRDR,vrdr-decedent-disposition-method,vrdr-decedent-disposition-method,value,,,,,,DecedentDispositionMethod
8-029,U.S. Standard Certificate of Death,https://www.cdc.gov/nchs/data/dvs/DEATH11-03final-ACC.pdf,19. Place of Disposition,VRDR,vrdr-disposition-location,vrdr-disposition-location,name,,,,,,DispositionLocation
8-030,U.S. Standard Certificate of Death,https://www.cdc.gov/nchs/data/dvs/DEATH11-03final-ACC.pdf,"20. Location-City, Town, and State",VRDR,vrdr-disposition-location,vrdr-disposition-location,address,,,,,,DispositionLocation
8-031,U.S. Standard Certificate of Death,https://www.cdc.gov/nchs/data/dvs/DEATH11-03final-ACC.pdf,21. Name and Complete Address of Funeral Facility,VRDR,vrdr-funeral-home,vrdr-funeral-home,"name, address",,,,,,FuneralHome
8-032,U.S. Standard Certificate of Death,https://www.cdc.gov/nchs/data/dvs/DEATH11-03final-ACC.pdf,22. Signature of Funeral Service Licensee or Other Agent,not implemented,not implemented,not implemented,,,,,,,not implemented
8-033,U.S. Standard Certificate of Death,https://www.cdc.gov/nchs/data/dvs/DEATH11-03final-ACC.pdf,23. License Number,VRDR,vrdr-funeral-home,vrdr-funeral-home,identifier:NPI,,,,,,FuneralHome
8-034,U.S. Standard Certificate of Death,https://www.cdc.gov/nchs/data/dvs/DEATH11-03final-ACC.pdf,24. Date Pronounced Dead,VRDR,vrdr-death-date,vrdr-death-date,component[datetimePronouncedDead ].valueDateTime,,,,,,DeathDate
8-035,U.S. Standard Certificate of Death,https://www.cdc.gov/nchs/data/dvs/DEATH11-03final-ACC.pdf,25. Time Pronounced Dead,VRDR,vrdr-death-date,vrdr-death-date,component[datetimePronouncedDead ].valueDateTime,,,,,,DeathDate
8-036,U.S. Standard Certificate of Death,https://www.cdc.gov/nchs/data/dvs/DEATH11-03final-ACC.pdf,26. Signature of Person Pronouncing Death,not implemented,not implemented,not implemented,,,,,,,not implemented
8-037,U.S. Standard Certificate of Death,https://www.cdc.gov/nchs/data/dvs/DEATH11-03final-ACC.pdf,27. License Number,VRCPL,Practitioner-vr,Practitioner-vr,identifier:NPI,,,,,,PractitionerVitalRecords
8-038,U.S. Standard Certificate of Death,https://www.cdc.gov/nchs/data/dvs/DEATH11-03final-ACC.pdf,28. Date signed,VRDR,vrdr-death-date,vrdr-death-date,effective,,,,,,DeathDate
8-039,U.S. Standard Certificate of Death,https://www.cdc.gov/nchs/data/dvs/DEATH11-03final-ACC.pdf,29. Actual or Presumed Date of Death,VRDR,vrdr-death-date,vrdr-death-date,value,,,,,,DeathDate
8-040,U.S. Standard Certificate of Death,https://www.cdc.gov/nchs/data/dvs/DEATH11-03final-ACC.pdf,30. Actual or Presumed Time of Death,VRDR,vrdr-death-date,vrdr-death-date,value,,,,,,DeathDate
8-041,U.S. Standard Certificate of Death,https://www.cdc.gov/nchs/data/dvs/DEATH11-03final-ACC.pdf,31. Was Medical Examiner or Coroner Contacted?,VRDR,vrdr-examiner-contacted,vrdr-examiner-contacted,value,,,,,,ExaminerContacted
8-042,U.S. Standard Certificate of Death,https://www.cdc.gov/nchs/data/dvs/DEATH11-03final-ACC.pdf,32Part1. Cause of Death Line a,VRDR,vrdr-cause-of-death-part1,vrdr-cause-of-death-part1,"value.text, component[lineNumber] = 1",,,,,,CauseOfDeathPart1
8-043,U.S. Standard Certificate of Death,https://www.cdc.gov/nchs/data/dvs/DEATH11-03final-ACC.pdf,32Part1. Cause of Death Line b,VRDR,vrdr-cause-of-death-part1,vrdr-cause-of-death-part1,"value.text, component[lineNumber] = 2",,,,,,CauseOfDeathPart1
8-044,U.S. Standard Certificate of Death,https://www.cdc.gov/nchs/data/dvs/DEATH11-03final-ACC.pdf,32Part1. Cause of Death Line c,VRDR,vrdr-cause-of-death-part1,vrdr-cause-of-death-part1,"value.text, component[lineNumber] = 3",,,,,,CauseOfDeathPart1
8-045,U.S. Standard Certificate of Death,https://www.cdc.gov/nchs/data/dvs/DEATH11-03final-ACC.pdf,32Part1. Cause of Death Line d,VRDR,vrdr-cause-of-death-part1,vrdr-cause-of-death-part1,"value.text, component[lineNumber] = 4",,,,,,CauseOfDeathPart1
8-045,U.S. Standard Certificate of Death,https://www.cdc.gov/nchs/data/dvs/DEATH11-03final-ACC.pdf,32Part2. Other Cause of Death,VRDR,vrdr-cause-of-death-part2,vrdr-cause-of-death-part2,value.text,,,,,,CauseOfDeathPart2
8-046,U.S. Standard Certificate of Death,https://www.cdc.gov/nchs/data/dvs/DEATH11-03final-ACC.pdf,33. Was an Autopsy Performed?,VRDR,vrdr-autopsy-performed-indicator,vrdr-autopsy-performed-indicator,value,,,,,,AutopsyPerformedIndicator
8-047,U.S. Standard Certificate of Death,https://www.cdc.gov/nchs/data/dvs/DEATH11-03final-ACC.pdf,34. Were Autopsy Findings Available to Complete the Cause of Death?,VRDR,vrdr-autopsy-performed-indicator,vrdr-autopsy-performed-indicator,component[autopsyResultsAvailable].value,,,,,,AutopsyPerformedIndicator
8-048,U.S. Standard Certificate of Death,https://www.cdc.gov/nchs/data/dvs/DEATH11-03final-ACC.pdf,35. Did Tobacco Use Contribute to Death?,VRDR,vrdr-tobacco-use-contributed-to-death,vrdr-tobacco-use-contributed-to-death,value,,,,,,TobaccoUseContributedToDeath
8-049,U.S. Standard Certificate of Death,https://www.cdc.gov/nchs/data/dvs/DEATH11-03final-ACC.pdf,36. Pregnancy Status,VRDR,vrdr-decedent-pregnancy-status,vrdr-decedent-pregnancy-status,value,,,,,,DecedentPregnancyStatus
8-050,U.S. Standard Certificate of Death,https://www.cdc.gov/nchs/data/dvs/DEATH11-03final-ACC.pdf,37. Manner of Death,VRDR,vrdr-manner-of-death,vrdr-manner-of-death,value,,,,,,MannerOfDeath
8-051,U.S. Standard Certificate of Death,https://www.cdc.gov/nchs/data/dvs/DEATH11-03final-ACC.pdf,38. Date of Injury,VRDR,vrdr-injury-incident,vrdr-injury-incident,effective,,,,,,InjuryIncident
8-052,U.S. Standard Certificate of Death,https://www.cdc.gov/nchs/data/dvs/DEATH11-03final-ACC.pdf,39. Time of Injury,VRDR,vrdr-injury-incident,vrdr-injury-incident,effective,,,,,,InjuryIncident
8-053,U.S. Standard Certificate of Death,https://www.cdc.gov/nchs/data/dvs/DEATH11-03final-ACC.pdf,40. Place of Injury,VRDR,vrdr-injury-incident,vrdr-injury-incident,component[placeOfInjury].value.text,,,,,,InjuryIncident
8-054,U.S. Standard Certificate of Death,https://www.cdc.gov/nchs/data/dvs/DEATH11-03final-ACC.pdf,41. Injury at Work?,VRDR,vrdr-injury-incident,vrdr-injury-incident,component[InjuryAtWork].value,,,,,,InjuryIncident
8-055,U.S. Standard Certificate of Death,https://www.cdc.gov/nchs/data/dvs/DEATH11-03final-ACC.pdf,42. Location of Injury,VRDR,vrdr-injury-location,vrdr-injury-location,address,,,,,,InjuryLocation
8-056,U.S. Standard Certificate of Death,https://www.cdc.gov/nchs/data/dvs/DEATH11-03final-ACC.pdf,43. Describe How Injury Occurred,VRDR,vrdr-injury-incident,vrdr-injury-incident,value.text,,,,,,InjuryIncident
8-057,U.S. Standard Certificate of Death,https://www.cdc.gov/nchs/data/dvs/DEATH11-03final-ACC.pdf,"44. If Transportation Injury, Specify",VRDR,vrdr-injury-incident,vrdr-injury-incident,component[transportationRole].value,,,,,,InjuryIncident
8-058,U.S. Standard Certificate of Death,https://www.cdc.gov/nchs/data/dvs/DEATH11-03final-ACC.pdf,45. Certifier,VRDR,vrdr-death-certification,vrdr-death-certification,performer.function,,,,,,DeathCertification
8-059,U.S. Standard Certificate of Death,https://www.cdc.gov/nchs/data/dvs/DEATH11-03final-ACC.pdf,"46. Name, Address, and Zip Code of Person Completing Cause of Death",VRDR,vrdr-certifier,vrdr-certifier,"name, address",,,,,,Certifier
8-060,U.S. Standard Certificate of Death,https://www.cdc.gov/nchs/data/dvs/DEATH11-03final-ACC.pdf,47. Title of Certifier,VRDR,vrdr-certifier,vrdr-certifier,qualification,,,,,,Certifier
8-061,U.S. Standard Certificate of Death,https://www.cdc.gov/nchs/data/dvs/DEATH11-03final-ACC.pdf,48. License Number,VRDR,vrdr-certifier,vrdr-certifier,identifier:NPI,,,,,,Certifier
8-062,U.S. Standard Certificate of Death,https://www.cdc.gov/nchs/data/dvs/DEATH11-03final-ACC.pdf,49. Date Certified,VRDR,vrdr-death-certification,vrdr-death-certification,performed,,,,,,DeathCertification
8-063,U.S. Standard Certificate of Death,https://www.cdc.gov/nchs/data/dvs/DEATH11-03final-ACC.pdf,50. For Registrar Only-Date Filed,VRDR,vrdr-death-certificate,vrdr-death-certificate,date,,,,,,DeathCertificate
8-064,U.S. Standard Certificate of Death,https://www.cdc.gov/nchs/data/dvs/DEATH11-03final-ACC.pdf,51. Decedent's Education,VRDR,vrdr-decedent-education-level,vrdr-decedent-education-level,value,,,,,,DecedentEducationLevel
8-065,U.S. Standard Certificate of Death,https://www.cdc.gov/nchs/data/dvs/DEATH11-03final-ACC.pdf,52. Decedent of Hispanic Origin?,VRCPL,input-race-and-ethnicity-vr,input-race-and-ethnicity-vr,"component.value, subject is Decedent",,,,,,ObservationInputRaceAndEthnicityVitalRecords
8-066,U.S. Standard Certificate of Death,https://www.cdc.gov/nchs/data/dvs/DEATH11-03final-ACC.pdf,53. Decedent's Race,VRCPL,input-race-and-ethnicity-vr,input-race-and-ethnicity-vr,"component.value, subject is Decedent",,,,,,ObservationInputRaceAndEthnicityVitalRecords
8-067,U.S. Standard Certificate of Death,https://www.cdc.gov/nchs/data/dvs/DEATH11-03final-ACC.pdf,54. Decedent's Usual Occupation,VRDR,vrdr-decedent-usual-work,vrdr-decedent-usual-work,value.text,,,,,,DecedentUsualWork
8-068,U.S. Standard Certificate of Death,https://www.cdc.gov/nchs/data/dvs/DEATH11-03final-ACC.pdf,55. Kind of Business/Industry,VRDR,vrdr-decedent-usual-work,vrdr-decedent-usual-work,component [odh-UsualIndustry].value.text,,,,,,DecedentUsualWork
